"","IRI","label","Defs","type","ID.short","ID","label.final","label.nospace"
"386","http://purl.obolibrary.org/obo/PATO_0001065","obsolete relative stiffness","","class","PATO_0001065","PATO_0001065","obsolete_relative_stiffness","obsolete_relative_stiffness"
"387","http://purl.obolibrary.org/obo/AISM_0004170","coxal-trochanteral conjunctiva","The conjunctiva of the leg joining the distal margin of a coxa and the proximal margin of a femur.","class","AISM_0004170","AISM_0004170","coxal-trochanteral_conjunctiva","coxal-trochanteral_conjunctiva"
"388","http://purl.obolibrary.org/obo/GO_0010710","regulation of collagen catabolic process","Any process that modulates the rate, frequency or extent of collagen catabolism. Collagen catabolism is the proteolytic chemical reactions and pathways resulting in the breakdown of collagen in the extracellular matrix.","class","GO_0010710","GO_0010710","regulation_of_collagen_catabolic_process","regulation_of_collagen_catabolic_process"
"389","http://purl.obolibrary.org/obo/CL_1000479","Purkinje myocyte of atrioventricular node","A Purkinje myocyte that is part of the atrioventricular node.","class","CL_1000479","CL_1000479","Purkinje_myocyte_of_atrioventricular_node","Purkinje_myocyte_of_atrioventricular_node"
"390","http://purl.obolibrary.org/obo/CL_0000151","secretory cell","A cell that specializes in controlled release of one or more substances.","class","CL_0000151","CL_0000151","secretory_cell","secretory_cell"
"391","http://purl.obolibrary.org/obo/AISM_0002045","fourth maxillar palpopalpal muscle","The insect cranio-maxillar muscle that is attached to the fourth maxillar palpomere and  the fifth maxillar palpomere.","class","AISM_0002045","AISM_0002045","fourth_maxillar_palpopalpal_muscle","fourth_maxillar_palpopalpal_muscle"
"392","http://purl.obolibrary.org/obo/GO_0061008","hepaticobiliary system development","The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins.","class","GO_0061008","GO_0061008","hepaticobiliary_system_development","hepaticobiliary_system_development"
"393","http://purl.obolibrary.org/obo/CHEBI_59252","linear tetrapyrrole anion","An organic anion arising from deprotonation of a acyclic tetrapyrrole compound.","class","CHEBI_59252","CHEBI_59252","linear_tetrapyrrole_anion","linear_tetrapyrrole_anion"
"394","http://purl.obolibrary.org/obo/PATO_0001986","dissolved","A quality inhering in a bearer by virtue of the bearer\'s passing into solution.","class","PATO_0001986","PATO_0001986","dissolved","dissolved"
"395","http://purl.obolibrary.org/obo/GO_1901463","regulation of tetrapyrrole biosynthetic process","Any process that modulates the frequency, rate or extent of tetrapyrrole biosynthetic process.","class","GO_1901463","GO_1901463","regulation_of_tetrapyrrole_biosynthetic_process","regulation_of_tetrapyrrole_biosynthetic_process"
"396","http://purl.obolibrary.org/obo/GO_1900450","negative regulation of glutamate receptor signaling pathway","Any process that stops, prevents or reduces the frequency, rate or extent of glutamate receptor signaling pathway.","class","GO_1900450","GO_1900450","negative_regulation_of_glutamate_receptor_signaling_pathway","negative_regulation_of_glutamate_receptor_signaling_pathway"
"397","http://purl.obolibrary.org/obo/UBERON_0010376","pancreas ventral primordium","","class","UBERON_0010376","UBERON_0010376","pancreas_ventral_primordium","pancreas_ventral_primordium"
"398","http://purl.obolibrary.org/obo/GO_0061972","dermal bone morphogenesis","The process in which bone which forms superficially in the organism are generated and organized.","class","GO_0061972","GO_0061972","dermal_bone_morphogenesis","dermal_bone_morphogenesis"
"399","http://purl.obolibrary.org/obo/CHEBI_38147","cardiotonic drug","A drug that has a strengthening effect on the heart or that can increase cardiac output.","class","CHEBI_38147","CHEBI_38147","cardiotonic_drug","cardiotonic_drug"
"400","http://purl.obolibrary.org/obo/UBERON_0002216","symphysis","Cartilaginous joint in which the articulating bones or cartilages are connected by fibrocartilage. Examples: pubic symphysis, intervertebral symphysis, manubriosternal joint.[FMA].","class","UBERON_0002216","UBERON_0002216","symphysis","symphysis"
"401","http://purl.obolibrary.org/obo/COLAO_0000008","prosternal process","The part of the prosternum that is medial to the procoxae.","class","COLAO_0000008","COLAO_0000008","prosternal_process","prosternal_process"
"402","http://purl.obolibrary.org/obo/CHEBI_14321","glutamate(1-)","An alpha-amino-acid anion that is the conjugate base of glutamic acid, having anionic carboxy groups and a cationic amino group","class","CHEBI_14321","CHEBI_14321","glutamate(1-)","glutamate(1-)"
"403","http://purl.obolibrary.org/obo/PATO_0000756","obsolete transfer arousal value","","class","PATO_0000756","PATO_0000756","obsolete_transfer_arousal_value","obsolete_transfer_arousal_value"
"404","http://purl.obolibrary.org/obo/PATO_0001687","elevation","A positional quality inhering in a bearer by virtue of the bearer\'s vertical distance of a point above or below a reference surface.","class","PATO_0001687","PATO_0001687","elevation","elevation"
"405","http://purl.obolibrary.org/obo/CL_1000491","mesothelial cell of pleura","A mesothelial cell that is part of the pleura.","class","CL_1000491","CL_1000491","mesothelial_cell_of_pleura","mesothelial_cell_of_pleura"
"406","http://purl.obolibrary.org/obo/PATO_0000644","hyperplastic","A increased size quality inhering in an organ or tissue by virtue of the bearer\'s exhibiting increased number of cells.","class","PATO_0000644","PATO_0000644","hyperplastic","hyperplastic"
"407","http://purl.obolibrary.org/obo/CHEBI_33273","polyatomic anion","An anion consisting of more than one atom.","class","CHEBI_33273","CHEBI_33273","polyatomic_anion","polyatomic_anion"
"408","http://purl.obolibrary.org/obo/UBERON_0005664","2nd arch endoderm","An endoderm that is part of a pharyngeal arch 2.","class","UBERON_0005664","UBERON_0005664","2nd_arch_endoderm","2nd_arch_endoderm"
"409","http://purl.obolibrary.org/obo/GO_0061049","cell growth involved in cardiac muscle cell development","The growth of a cardiac muscle cell, where growth contributes to the progression of the cell over time from its initial formation to its mature state.","class","GO_0061049","GO_0061049","cell_growth_involved_in_cardiac_muscle_cell_development","cell_growth_involved_in_cardiac_muscle_cell_development"
"410","http://purl.obolibrary.org/obo/GO_0060946","cardiac blood vessel endothelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a blood vessel endothelial cell of the heart. Blood vessel endothelial cells are thin flattened cells that line the inside surfaces of blood vessels.","class","GO_0060946","GO_0060946","cardiac_blood_vessel_endothelial_cell_differentiation","cardiac_blood_vessel_endothelial_cell_differentiation"
"411","http://purl.obolibrary.org/obo/PATO_0000597","obsolete absolute width value","","class","PATO_0000597","PATO_0000597","obsolete_absolute_width_value","obsolete_absolute_width_value"
"412","http://purl.obolibrary.org/obo/PATO_0002454","carpel-like","A quality inhering in a bearer by virtue of the bearer\'s similarity to the appearance of a carpel.","class","PATO_0002454","PATO_0002454","carpel-like","carpel-like"
"413","http://purl.obolibrary.org/obo/PATO_0001370","viscid","A coating quality which is sticky or clammy.","class","PATO_0001370","PATO_0001370","viscid","viscid"
"414","http://purl.obolibrary.org/obo/GO_0046890","regulation of lipid biosynthetic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids.","class","GO_0046890","GO_0046890","regulation_of_lipid_biosynthetic_process","regulation_of_lipid_biosynthetic_process"
"415","http://purl.obolibrary.org/obo/PATO_0000921","width","A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.","class","PATO_0000921","PATO_0000921","width","width"
"416","http://purl.obolibrary.org/obo/PATO_0001452","","","class","PATO_0001452","PATO_0001452","[iri=""PATO_0001452""]","[iri=""PATO_0001452""]"
"417","http://purl.obolibrary.org/obo/UBERON_0011185","gastrointestinal sphincter","A sphincter muscle that is part of the gastrointestinal system.","class","UBERON_0011185","UBERON_0011185","gastrointestinal_sphincter","gastrointestinal_sphincter"
"418","http://purl.obolibrary.org/obo/GO_0015629","actin cytoskeleton","The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes.","class","GO_0015629","GO_0015629","actin_cytoskeleton","actin_cytoskeleton"
"419","http://purl.obolibrary.org/obo/GO_0031252","cell leading edge","The area of a motile cell closest to the direction of movement.","class","GO_0031252","GO_0031252","cell_leading_edge","cell_leading_edge"
"420","http://purl.obolibrary.org/obo/BSPO_0000092","anatomical compartment boundary","","class","BSPO_0000092","BSPO_0000092","anatomical_compartment_boundary","anatomical_compartment_boundary"
"421","http://purl.obolibrary.org/obo/CL_0000526","afferent neuron","A neuron which conveys sensory information centrally from the periphery.","class","CL_0000526","CL_0000526","afferent_neuron","afferent_neuron"
"422","http://purl.obolibrary.org/obo/UBERON_0012475","skeleton of pectoral complex","The collection of all skeletal elements in a pectoral complex - i.e. the combination of free limb or fin plus pectoral girdle.","class","UBERON_0012475","UBERON_0012475","skeleton_of_pectoral_complex","skeleton_of_pectoral_complex"
"423","http://purl.obolibrary.org/obo/CHEBI_25699","organic ion","","class","CHEBI_25699","CHEBI_25699","organic_ion","organic_ion"
"424","http://purl.obolibrary.org/obo/CHEBI_33655","aromatic compound","A cyclically conjugated molecular entity with a stability (due to delocalization) significantly greater than that of a hypothetical localized structure (e.g. Kekule structure) is said to possess aromatic character.","class","CHEBI_33655","CHEBI_33655","aromatic_compound","aromatic_compound"
"425","http://purl.obolibrary.org/obo/PATO_0001112","obsolete energy value","","class","PATO_0001112","PATO_0001112","obsolete_energy_value","obsolete_energy_value"
"426","http://purl.obolibrary.org/obo/GO_0046915","transition metal ion transmembrane transporter activity","Enables the transfer of transition metal ions from one side of a membrane to the other. A transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver.","class","GO_0046915","GO_0046915","transition_metal_ion_transmembrane_transporter_activity","transition_metal_ion_transmembrane_transporter_activity"
"427","http://purl.obolibrary.org/obo/GO_0072329","monocarboxylic acid catabolic process","The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group.","class","GO_0072329","GO_0072329","monocarboxylic_acid_catabolic_process","monocarboxylic_acid_catabolic_process"
"428","http://purl.obolibrary.org/obo/AISM_0004093","abdominal tergite VI","Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite V by the abdominal tergite V-abdominal tergite VI conjunctiva and to the anterior margin of the abdominal tergite VII by the abdominal tergite VI-abdominal tergite VII conjunctiva.","class","AISM_0004093","AISM_0004093","abdominal_tergite_VI","abdominal_tergite_VI"
"429","http://purl.obolibrary.org/obo/UBERON_0003946","placenta labyrinth","The placental layers where embryonic blood vessels are surrounded by trophoblast cells and maternal blood.","class","UBERON_0003946","UBERON_0003946","placenta_labyrinth","placenta_labyrinth"
"430","http://purl.obolibrary.org/obo/PATO_0002495","dorsal orientation","An orientation quality inhering in a bearer by virtue of the bearer having a position that is directed dorsally.","class","PATO_0002495","PATO_0002495","dorsal_orientation","dorsal_orientation"
"431","http://purl.obolibrary.org/obo/PATO_0000110","obsolete drought sensitivity","","class","PATO_0000110","PATO_0000110","obsolete_drought_sensitivity","obsolete_drought_sensitivity"
"432","http://purl.obolibrary.org/obo/GO_0017145","stem cell division","The self-renewing division of a stem cell. A stem cell is an undifferentiated cell, in the embryo or adult, that can undergo unlimited division and give rise to one or several different cell types.","class","GO_0017145","GO_0017145","stem_cell_division","stem_cell_division"
"433","http://purl.obolibrary.org/obo/CHEBI_35692","dicarboxylic acid","Any carboxylic acid containing two carboxy groups.","class","CHEBI_35692","CHEBI_35692","dicarboxylic_acid","dicarboxylic_acid"
"434","http://purl.obolibrary.org/obo/UBERON_0011582","paired limb/fin skeleton","The collection of all skeletal elements in an individual limb or fin.","class","UBERON_0011582","UBERON_0011582","paired_limb/fin_skeleton","paired_limb/fin_skeleton"
"435","http://purl.obolibrary.org/obo/UBERON_0001049","neural tube","In the developing vertebrate, the neural tube is the embryo\'s precursor to the central nervous system, which comprises the brain and spinal cord. The neural groove gradually deepens as the neural folds become elevated, and ultimately the folds meet and coalesce in the middle line and convert the groove into a closed tube, the neural tube or neural canal (which strictly speaking is the center of the neural tube), the ectodermal wall of which forms the rudiment of the nervous system. [WP,unvetted].","class","UBERON_0001049","UBERON_0001049","neural_tube","neural_tube"
"436","http://purl.obolibrary.org/obo/GO_0051971","positive regulation of transmission of nerve impulse","Any process that activates, maintains or increases the frequency, rate or extent of transmission of a nerve impulse, the sequential electrochemical polarization and depolarization that travels across the membrane of a neuron in response to stimulation.","class","GO_0051971","GO_0051971","positive_regulation_of_transmission_of_nerve_impulse","positive_regulation_of_transmission_of_nerve_impulse"
"437","http://purl.obolibrary.org/obo/PATO_0001829","female pseudohermaphrodite","A biological sex quality inhering in an individual or a population by virtue of having internal reproductive organs of female and external sexual characteristics of male.","class","PATO_0001829","PATO_0001829","female_pseudohermaphrodite","female_pseudohermaphrodite"
"438","http://purl.obolibrary.org/obo/GO_1901880","negative regulation of protein depolymerization","Any process that stops, prevents or reduces the frequency, rate or extent of protein depolymerization.","class","GO_1901880","GO_1901880","negative_regulation_of_protein_depolymerization","negative_regulation_of_protein_depolymerization"
"439","http://purl.obolibrary.org/obo/GO_0071677","positive regulation of mononuclear cell migration","Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body.","class","GO_0071677","GO_0071677","positive_regulation_of_mononuclear_cell_migration","positive_regulation_of_mononuclear_cell_migration"
"440","http://purl.obolibrary.org/obo/GO_0031641","regulation of myelination","Any process that modulates the frequency, rate or extent of the formation of a myelin sheath around nerve axons.","class","GO_0031641","GO_0031641","regulation_of_myelination","regulation_of_myelination"
"441","http://purl.obolibrary.org/obo/GO_0043011","myeloid dendritic cell differentiation","The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin.","class","GO_0043011","GO_0043011","myeloid_dendritic_cell_differentiation","myeloid_dendritic_cell_differentiation"
"442","http://purl.obolibrary.org/obo/CL_0000339","glioblast (sensu Vertebrata)","An early neural cell developing from the early ependymal cell of the neural tube.","class","CL_0000339","CL_0000339","glioblast_(sensu_Vertebrata)","glioblast_(sensu_Vertebrata)"
"443","http://purl.obolibrary.org/obo/GO_0046673","negative regulation of compound eye retinal cell programmed cell death","Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death that occurs in the compound eye retina.","class","GO_0046673","GO_0046673","negative_regulation_of_compound_eye_retinal_cell_programmed_cell_death","negative_regulation_of_compound_eye_retinal_cell_programmed_cell_death"
"444","http://purl.obolibrary.org/obo/UBERON_0004088","orbital region","The subdivision of the face that includes the eye (eyeball plus adnexa such as eyelids) and the orbit of the skull and associated parts of the face such as the eyebrows, if present.","class","UBERON_0004088","UBERON_0004088","orbital_region","orbital_region"
"445","http://purl.obolibrary.org/obo/GO_0090493","catecholamine uptake","The directed movement of catecholamine into a cell.","class","GO_0090493","GO_0090493","catecholamine_uptake","catecholamine_uptake"
"446","http://purl.obolibrary.org/obo/PATO_0005002","pear shaped","Having the shape of a pear; tapering near the top and bulging toward the base or bottom. From thefreedictionary.com","class","PATO_0005002","PATO_0005002","pear_shaped","pear_shaped"
"447","http://purl.obolibrary.org/obo/CL_0000192","smooth muscle cell","A non-striated, elongated, spindle-shaped cell found lining the digestive tract, uterus, and blood vessels. They develop from specialized myoblasts (smooth muscle myoblast).","class","CL_0000192","CL_0000192","smooth_muscle_cell","smooth_muscle_cell"
"448","http://purl.obolibrary.org/obo/AISM_0002084","profurca-mesonotal muscle","The dorsoventral thoracic muscle that extends between the profurca and the mesonotum.","class","AISM_0002084","AISM_0002084","profurca-mesonotal_muscle","profurca-mesonotal_muscle"
"449","http://purl.obolibrary.org/obo/UBERON_0003729","mouth mucosa","A mucous membrane that lines the mouth.","class","UBERON_0003729","UBERON_0003729","mouth_mucosa","mouth_mucosa"
"450","http://purl.obolibrary.org/obo/PATO_0002525","separating","A structural quality inhering in a bearer by virtue of the bearer being in a position that produces a separation in, or acting to separate, another entity.","class","PATO_0002525","PATO_0002525","separating","separating"
"451","http://purl.obolibrary.org/obo/AISM_0000066","cuticle of procoxa","The cuticle of the segment of the fore leg that is attached to the latero-ventral region of the prothorax by the basal procoxal conjunctiva and to the protrochanter by the procoxal-protrochanteral conjunctiva.","class","AISM_0000066","AISM_0000066","cuticle_of_procoxa","cuticle_of_procoxa"
"452","http://purl.obolibrary.org/obo/GO_0060294","cilium movement involved in cell motility","Movement of cilia mediated by motor proteins that contributes to the movement of a cell.","class","GO_0060294","GO_0060294","cilium_movement_involved_in_cell_motility","cilium_movement_involved_in_cell_motility"
"453","http://purl.obolibrary.org/obo/PATO_0000844","obsolete auditory acuity","","class","PATO_0000844","PATO_0000844","obsolete_auditory_acuity","obsolete_auditory_acuity"
"454","http://purl.obolibrary.org/obo/UBERON_0010708","pectoral complex","Appendage girdle complex that when present, encompasses the pectoral appendicular skeleton and the pectoral girdle.","class","UBERON_0010708","UBERON_0010708","pectoral_complex","pectoral_complex"
"455","http://purl.obolibrary.org/obo/GO_0021517","ventral spinal cord development","The process whose specific outcome is the progression of the ventral region of the spinal cord over time, from its formation to the mature structure. The neurons of the ventral region of the mature spinal cord participate in motor output.","class","GO_0021517","GO_0021517","ventral_spinal_cord_development","ventral_spinal_cord_development"
"456","http://purl.obolibrary.org/obo/CL_0000457","biogenic amine secreting cell","","class","CL_0000457","CL_0000457","biogenic_amine_secreting_cell","biogenic_amine_secreting_cell"
"457","http://purl.obolibrary.org/obo/UBERON_0002257","ventral horn of spinal cord","The ventral grey column of the spinal cord[MP]. The neurons of the ventral region of the mature spinal cord participate in motor output[GO].","class","UBERON_0002257","UBERON_0002257","ventral_horn_of_spinal_cord","ventral_horn_of_spinal_cord"
"458","http://purl.obolibrary.org/obo/COLAO_0000049","ventral cranio-mandibular articulation","The articular surface of the head capsule at the anterior region of the postgena","class","COLAO_0000049","COLAO_0000049","ventral_cranio-mandibular_articulation","ventral_cranio-mandibular_articulation"
"459","http://purl.obolibrary.org/obo/GO_0001937","negative regulation of endothelial cell proliferation","Any process that stops, prevents, or reduces the rate or extent of endothelial cell proliferation.","class","GO_0001937","GO_0001937","negative_regulation_of_endothelial_cell_proliferation","negative_regulation_of_endothelial_cell_proliferation"
"460","http://purl.obolibrary.org/obo/UBERON_0002097","skin of body","The organ covering the body that consists of the dermis and epidermis.","class","UBERON_0002097","UBERON_0002097","skin_of_body","skin_of_body"
"461","http://purl.obolibrary.org/obo/PATO_0002226","subcylindrical","A cylindrical shape quality inhering in a bearer by virtue of the bearer\'s being imperfectly cylindrical or approximately cylindrical.","class","PATO_0002226","PATO_0002226","subcylindrical","subcylindrical"
"462","http://purl.obolibrary.org/obo/GO_2000979","positive regulation of forebrain neuron differentiation","Any process that activates or increases the frequency, rate or extent of forebrain neuron differentiation.","class","GO_2000979","GO_2000979","positive_regulation_of_forebrain_neuron_differentiation","positive_regulation_of_forebrain_neuron_differentiation"
"463","http://purl.obolibrary.org/obo/UBERON_0008947","respiratory primordium","","class","UBERON_0008947","UBERON_0008947","respiratory_primordium","respiratory_primordium"
"464","http://purl.obolibrary.org/obo/CL_0002570","mesenchymal stem cell of adipose tissue","A mesenchymal stem cell of adipose tissue.","class","CL_0002570","CL_0002570","mesenchymal_stem_cell_of_adipose_tissue","mesenchymal_stem_cell_of_adipose_tissue"
"465","http://purl.obolibrary.org/obo/UBERON_0000108","blastula stage","An early stage of embryonic development in animals. It is produced by cleavage of a fertilized ovum and consists of a spherical layer of around 128 cells surrounding a central fluid-filled cavity called the blastocoel. The blastula follows the morula and precedes the gastrula in the developmental sequence.","class","UBERON_0000108","UBERON_0000108","blastula_stage","blastula_stage"
"466","http://purl.obolibrary.org/obo/PATO_0000685","obsolete relative incidence value","","class","PATO_0000685","PATO_0000685","obsolete_relative_incidence_value","obsolete_relative_incidence_value"
"467","http://purl.obolibrary.org/obo/GO_0006892","post-Golgi vesicle-mediated transport","The directed movement of substances from the Golgi to other parts of the cell, including organelles and the plasma membrane, mediated by small transport vesicles.","class","GO_0006892","GO_0006892","post-Golgi_vesicle-mediated_transport","post-Golgi_vesicle-mediated_transport"
"468","http://purl.obolibrary.org/obo/GO_0030293","transmembrane receptor protein tyrosine kinase inhibitor activity","Binds to and stops, prevents or reduces the activity of a transmembrane receptor protein tyrosine kinase.","class","GO_0030293","GO_0030293","transmembrane_receptor_protein_tyrosine_kinase_inhibitor_activity","transmembrane_receptor_protein_tyrosine_kinase_inhibitor_activity"
"469","http://purl.obolibrary.org/obo/BSPO_0000377","proximal surface","Anatomical surface that is located on the proximal side of the body or body part.","class","BSPO_0000377","BSPO_0000377","proximal_surface","proximal_surface"
"470","http://purl.obolibrary.org/obo/GO_0019725","cellular homeostasis","Any process involved in the maintenance of an internal steady state at the level of the cell.","class","GO_0019725","GO_0019725","cellular_homeostasis","cellular_homeostasis"
"471","http://purl.obolibrary.org/obo/PATO_0001540","glutinous","An amylose composition quality inhering in an bearer by virtue of the bearer\'s having negligible or no amylose content.","class","PATO_0001540","PATO_0001540","glutinous","glutinous"
"472","http://purl.obolibrary.org/obo/PATO_0000962","obsolete absolute opacity value","","class","PATO_0000962","PATO_0000962","obsolete_absolute_opacity_value","obsolete_absolute_opacity_value"
"473","http://purl.obolibrary.org/obo/CL_1000274","trophectodermal cell","","class","CL_1000274","CL_1000274","trophectodermal_cell","trophectodermal_cell"
"474","http://purl.obolibrary.org/obo/GO_0099054","presynapse assembly","The aggregation, arrangement and bonding together of a set of components to form a presynapse.","class","GO_0099054","GO_0099054","presynapse_assembly","presynapse_assembly"
"475","http://purl.obolibrary.org/obo/CL_0000839","myeloid lineage restricted progenitor cell","A progenitor cell restricted to the myeloid lineage.","class","CL_0000839","CL_0000839","myeloid_lineage_restricted_progenitor_cell","myeloid_lineage_restricted_progenitor_cell"
"476","http://purl.obolibrary.org/obo/PATO_0001493","hypertrophic growth","","class","PATO_0001493","PATO_0001493","hypertrophic_growth","hypertrophic_growth"
"477","http://purl.obolibrary.org/obo/GO_0003002","regionalization","The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment.","class","GO_0003002","GO_0003002","regionalization","regionalization"
"478","http://purl.obolibrary.org/obo/GO_0046364","monosaccharide biosynthetic process","The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms.","class","GO_0046364","GO_0046364","monosaccharide_biosynthetic_process","monosaccharide_biosynthetic_process"
"479","http://purl.obolibrary.org/obo/GO_0045778","positive regulation of ossification","Any process that activates or increases the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance.","class","GO_0045778","GO_0045778","positive_regulation_of_ossification","positive_regulation_of_ossification"
"480","http://purl.obolibrary.org/obo/PATO_0000151","obsolete relative texture","","class","PATO_0000151","PATO_0000151","obsolete_relative_texture","obsolete_relative_texture"
"481","http://purl.obolibrary.org/obo/GO_0015114","phosphate ion transmembrane transporter activity","Enables the transfer of phosphate (PO4 3-) ions from one side of a membrane to the other.","class","GO_0015114","GO_0015114","phosphate_ion_transmembrane_transporter_activity","phosphate_ion_transmembrane_transporter_activity"
"482","http://purl.obolibrary.org/obo/GO_0048742","regulation of skeletal muscle fiber development","Any process that modulates the frequency, rate or extent of skeletal muscle fiber development. Muscle fibers are formed by the maturation of myotubes. They can be classed as slow, intermediate/fast or fast.","class","GO_0048742","GO_0048742","regulation_of_skeletal_muscle_fiber_development","regulation_of_skeletal_muscle_fiber_development"
"483","http://purl.obolibrary.org/obo/UBERON_0003824","nerve of thoracic segment","A nerve that is part of a thorax [Automatically generated definition].","class","UBERON_0003824","UBERON_0003824","nerve_of_thoracic_segment","nerve_of_thoracic_segment"
"484","http://purl.obolibrary.org/obo/GO_0032289","central nervous system myelin formation","The process in which the wraps of cell membrane that constitute myelin are laid down around an axon by an oligodendrocyte in the central nervous system.","class","GO_0032289","GO_0032289","central_nervous_system_myelin_formation","central_nervous_system_myelin_formation"
"485","http://purl.obolibrary.org/obo/AISM_0000113","cuticle of scapus","The cuticle of the segment of the antenna that is connected to the head capsule and the antennifer by the basal antennal conjunctiva and to the pedicellus by the scapal-pedicellar conjunctiva.","class","AISM_0000113","AISM_0000113","cuticle_of_scapus","cuticle_of_scapus"
"486","http://purl.obolibrary.org/obo/CHEBI_59698","phosphoric acids","Compounds containing one or more phosphoric acid units.","class","CHEBI_59698","CHEBI_59698","phosphoric_acids","phosphoric_acids"
"487","http://purl.obolibrary.org/obo/PATO_0001799","ruffled","A shape quality inhering in a bearer by virtue of the bearer\'s exhibiting disturbance of its smoothness or regularity.","class","PATO_0001799","PATO_0001799","ruffled","ruffled"
"488","http://purl.obolibrary.org/obo/PATO_0002149","ivory","A quality inhering in a bearer by virtue of the bearer exhibiting increased density resulting in exhibiting increased degree of radiopacity (in X-rays).","class","PATO_0002149","PATO_0002149","ivory","ivory"
"489","http://purl.obolibrary.org/obo/PATO_0000192","obsolete locomotor_activity","","class","PATO_0000192","PATO_0000192","obsolete_locomotor_activity","obsolete_locomotor_activity"
"490","http://purl.obolibrary.org/obo/UBERON_0001302","right uterine tube","A fallopian tube that is part of a right side of organism [Automatically generated definition].","class","UBERON_0001302","UBERON_0001302","right_uterine_tube","right_uterine_tube"
"491","http://purl.obolibrary.org/obo/GO_0006952","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.","class","GO_0006952","GO_0006952","defense_response","defense_response"
"492","http://purl.obolibrary.org/obo/PATO_0015028","decreased stability","A decrease in stability.","class","PATO_0015028","PATO_0015028","decreased_stability","decreased_stability"
"493","http://purl.obolibrary.org/obo/PATO_0000700","rough","A texture quality inhering in a bearer by virtue of the bearer\'s irregular surface.","class","PATO_0000700","PATO_0000700","rough","rough"
"494","http://purl.obolibrary.org/obo/GO_0022408","negative regulation of cell-cell adhesion","Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell.","class","GO_0022408","GO_0022408","negative_regulation_of_cell-cell_adhesion","negative_regulation_of_cell-cell_adhesion"
"495","http://purl.obolibrary.org/obo/PATO_0000206","obsolete enzyme function","","class","PATO_0000206","PATO_0000206","obsolete_enzyme_function","obsolete_enzyme_function"
"496","http://purl.obolibrary.org/obo/PATO_0001231","obsolete cold insensitive","","class","PATO_0001231","PATO_0001231","obsolete_cold_insensitive","obsolete_cold_insensitive"
"497","http://purl.obolibrary.org/obo/GO_0003142","cardiogenic plate morphogenesis","The process in which the anatomical structures of the cardiogenic plate are generated and organized. The cardiogenic plate is the first recognizable structure derived from the heart field.","class","GO_0003142","GO_0003142","cardiogenic_plate_morphogenesis","cardiogenic_plate_morphogenesis"
"498","http://purl.obolibrary.org/obo/GO_1902172","regulation of keratinocyte apoptotic process","Any process that modulates the frequency, rate or extent of keratinocyte apoptotic process.","class","GO_1902172","GO_1902172","regulation_of_keratinocyte_apoptotic_process","regulation_of_keratinocyte_apoptotic_process"
"499","http://purl.obolibrary.org/obo/UBERON_0000059","large intestine","A subdivision of the digestive tract that connects the small intestine to the cloaca or anus. Lacks or has few villi[Kardong].","class","UBERON_0000059","UBERON_0000059","large_intestine","large_intestine"
"500","http://purl.obolibrary.org/obo/PATO_0002314","ligamentous","Having the nature or characteristic of, a ligament; composed of the tissue proper to ligaments.","class","PATO_0002314","PATO_0002314","ligamentous","ligamentous"
"501","http://purl.obolibrary.org/obo/GO_2000834","regulation of androgen secretion","Any process that modulates the frequency, rate or extent of androgen secretion.","class","GO_2000834","GO_2000834","regulation_of_androgen_secretion","regulation_of_androgen_secretion"
"502","http://purl.obolibrary.org/obo/PATO_0002267","edge shape","","class","PATO_0002267","PATO_0002267","edge_shape","edge_shape"
